,Education,Marital_Status,Income,Recency,Complain,Response,Age,Children,Total_spent,Total_no_purchase,TotalAcceptedCmp,km_clust
1871,3,1,76532.0,38,0,0,46,2,820,25,0,0
1872,3,1,42081.0,86,0,0,39,1,382,15,1,1
1873,2,1,67546.0,90,0,0,33,0,2126,20,0,3
1874,1,1,88420.0,87,0,0,32,0,2069,20,3,2
1875,3,1,31158.0,62,0,0,36,1,72,7,0,1
1876,3,0,61671.0,23,0,0,53,1,732,28,2,0
1877,3,0,69719.0,99,0,0,47,0,801,11,0,3
1878,3,0,49160.0,29,0,0,72,1,236,12,0,1
1879,0,1,24882.0,52,0,0,43,1,80,5,1,1
1880,2,0,90933.0,90,0,0,67,0,1685,15,1,3
1881,2,0,113734.0,9,0,0,76,0,277,27,0,3
1882,2,1,59292.0,71,0,0,71,1,507,18,0,0
1883,2,1,45759.0,13,0,0,57,2,68,7,0,1
1884,3,0,22148.0,16,0,0,38,0,49,5,0,1
1885,1,1,73395.0,94,0,0,34,0,397,15,0,1
1886,3,0,29819.0,77,0,0,50,1,39,9,0,1
1887,3,1,45688.0,20,0,0,53,1,306,14,1,0
1888,3,1,62820.0,51,0,0,67,0,976,14,0,3
1889,2,1,60491.0,81,0,0,50,1,1028,28,0,0
1890,3,1,33235.0,71,0,0,35,1,70,7,0,1
1891,3,1,35701.0,36,0,0,62,0,46,5,0,1
1892,1,1,31535.0,95,0,0,41,1,51,5,1,1
1893,1,1,92556.0,32,0,0,61,0,1263,21,0,3
1894,3,0,67384.0,32,0,0,51,1,1490,22,1,3
1895,1,1,80573.0,85,0,0,50,0,1564,24,0,3
1896,3,1,77870.0,93,0,1,54,1,1815,18,3,2
1897,2,0,52278.0,24,0,0,58,1,1198,31,0,0
1898,3,0,57107.0,44,0,1,53,1,416,23,3,2
1899,3,1,18929.0,15,0,0,31,0,85,6,0,1
1900,2,0,36038.0,82,0,0,40,1,47,8,0,1
1901,3,0,20180.0,27,0,0,45,0,137,8,0,1
1902,2,1,34230.0,72,0,0,56,2,21,4,0,1
1903,1,0,31878.0,7,0,0,44,1,70,6,0,1
1904,1,1,70932.0,57,0,0,49,1,909,22,0,3
1905,3,0,91249.0,84,0,1,65,0,1676,22,5,2
1906,1,0,77598.0,53,0,0,78,0,1735,26,1,3
1907,3,0,80982.0,48,1,0,62,2,1191,30,0,0
1908,1,1,22701.0,2,0,0,44,1,24,5,0,1
1909,2,1,55212.0,65,0,0,52,1,1182,20,2,2
1910,3,1,70617.0,45,0,0,51,0,1280,14,0,3
1911,3,0,64849.0,42,0,1,64,0,1336,19,1,3
1912,1,1,62694.0,29,0,0,56,2,749,24,0,0
1913,2,1,61917.0,83,0,0,47,2,91,7,0,1
1914,2,1,67472.0,93,0,0,74,1,414,15,0,0
1915,1,1,21059.0,40,0,0,39,1,44,9,0,1
1916,1,1,29543.0,47,0,0,53,2,63,8,0,1
1917,3,1,75903.0,50,0,0,70,1,901,23,0,3
1918,1,1,34984.0,40,0,0,46,2,38,6,0,1
1919,2,0,54998.0,3,0,1,65,1,455,20,1,0
1920,2,0,54356.0,62,0,1,72,1,775,24,1,0
1921,1,1,34242.0,25,0,0,62,1,15,4,0,1
1922,3,1,25410.0,48,0,0,48,1,38,6,0,1
1923,2,1,73356.0,56,0,1,37,0,1512,22,4,2
1924,3,1,28320.0,68,0,0,71,1,43,5,0,1
1925,3,0,23763.0,64,0,0,44,1,42,5,0,1
1926,3,1,72570.0,67,0,0,37,0,1089,23,0,3
1927,1,1,34529.0,94,0,0,45,1,162,9,0,1
1928,3,0,70792.0,82,0,0,70,0,1272,19,0,3
1929,3,1,63211.0,3,0,1,39,0,1173,20,1,3
1930,1,1,83891.0,24,0,0,47,1,816,22,0,3
1931,3,0,36065.0,54,0,0,53,2,74,9,0,1
1932,3,1,39898.0,20,0,0,67,1,134,9,0,1
1933,2,0,51141.0,96,0,0,81,0,157,9,0,1
1934,3,1,56939.0,19,0,0,45,1,561,18,0,0
1935,3,0,80872.0,60,0,0,70,0,1336,19,0,3
1936,2,1,72335.0,2,0,1,45,0,2092,23,1,3
1937,2,0,61798.0,13,0,0,57,0,463,16,0,0
1938,2,0,76842.0,37,0,0,71,0,1130,17,0,3
1939,3,1,29478.0,59,0,0,45,1,20,5,0,1
1940,3,0,46998.0,55,0,0,65,1,377,18,1,0
1941,3,0,96843.0,60,0,1,31,0,1544,28,2,2
1942,2,0,56551.0,48,0,0,71,2,138,10,0,1
1943,1,1,70053.0,38,0,0,56,1,1012,26,0,3
1944,2,0,71670.0,8,0,1,59,0,1766,15,4,2
1945,3,1,44359.0,19,0,0,43,2,45,9,0,1
1946,3,0,40887.0,32,0,1,69,2,161,10,1,1
1947,3,0,48877.0,27,0,0,55,1,144,8,0,1
1948,3,1,74485.0,58,0,0,74,0,1734,26,0,3
1949,3,1,64474.0,59,0,0,49,1,823,22,0,0
1950,3,1,77226.0,29,0,0,58,1,1138,28,0,3
1951,3,0,72643.0,60,0,1,72,0,1429,21,2,2
1952,1,1,85738.0,41,0,0,43,0,1371,21,2,2
1953,3,0,55686.0,27,0,0,55,1,982,16,1,0
1954,3,0,39062.0,28,0,0,38,1,44,5,1,1
1955,3,1,34600.0,8,0,1,50,2,318,17,1,1
1956,3,1,40794.0,18,0,0,46,1,434,16,0,0
1957,1,1,54690.0,76,0,0,50,2,198,12,0,1
1958,3,1,4428.0,0,0,0,52,1,359,25,0,0
1959,1,1,32632.0,32,0,0,58,0,576,18,0,3
1960,2,0,38236.0,2,0,0,53,2,88,11,0,1
1961,3,1,36781.0,16,0,1,42,1,63,6,1,1
1962,1,0,31385.0,56,0,1,37,1,27,4,2,1
1963,3,1,24570.0,97,0,0,37,1,193,11,0,1
1964,2,0,25509.0,15,0,1,47,1,101,9,1,1
1965,3,1,94642.0,35,0,0,70,0,2211,21,2,2
1966,1,1,58646.0,3,0,0,59,1,140,8,0,1
1967,3,0,53201.0,49,0,0,46,2,415,22,0,0
1968,3,1,21994.0,4,0,0,64,1,22,4,0,1
1969,3,1,57113.0,45,0,0,43,2,263,16,0,1
1970,3,1,51373.0,37,0,0,30,0,393,12,0,1
1971,3,1,23477.0,39,0,0,35,1,147,10,0,1
1972,3,1,58116.0,38,0,0,65,1,443,16,0,0
1973,2,0,72968.0,8,0,1,58,0,1958,19,2,2
1974,1,1,39791.0,89,0,0,50,1,174,10,0,1
1975,1,0,91712.0,47,0,1,74,0,2217,27,2,2
1976,3,0,94472.0,75,0,0,63,1,1691,16,2,2
1977,3,1,13672.0,86,0,0,61,2,25,6,0,1
1978,1,1,96547.0,4,0,1,41,0,809,21,4,2
1979,3,1,79205.0,73,0,1,46,0,895,16,2,2
1980,2,1,56559.0,46,0,0,46,1,484,18,0,0
1981,2,1,32644.0,38,0,0,48,1,413,18,1,1
1982,1,0,67506.0,73,0,0,41,1,331,12,0,1
1983,3,0,24206.0,66,0,0,51,1,25,5,0,1
1984,2,0,28420.0,36,0,0,54,1,13,4,0,1
1985,3,1,22979.0,29,0,1,51,1,115,10,1,1
1986,3,0,33279.0,29,0,0,55,0,16,4,0,1
1987,1,0,46423.0,6,0,0,49,2,92,9,0,1
1988,3,1,30368.0,97,0,0,44,1,52,7,0,1
1989,3,1,63684.0,61,0,0,51,1,1464,23,0,3
1990,3,0,41638.0,68,0,0,57,1,441,17,1,0
1991,2,0,68805.0,73,0,0,62,1,283,12,0,1
1992,2,1,65814.0,90,0,0,55,1,747,23,0,0
1993,3,0,71964.0,81,0,0,63,0,1870,17,0,3
1994,3,0,39146.0,1,0,0,35,1,165,11,0,1
1995,3,1,96876.0,79,0,1,44,0,1941,24,4,2
1996,0,1,34445.0,92,0,0,40,0,839,27,0,3
1997,3,0,68281.0,31,0,1,63,0,1655,25,1,3
1998,1,1,37284.0,46,0,0,46,2,23,4,0,1
1999,3,1,36790.0,14,0,1,38,0,66,6,1,1
2000,3,1,27943.0,89,0,0,54,2,37,8,0,1
2001,3,0,22263.0,31,1,0,70,2,21,6,0,1
2002,3,1,30261.0,75,0,0,49,3,22,4,0,1
2003,3,1,28587.0,42,0,0,43,1,78,9,0,1
2004,1,1,43815.0,53,0,0,39,1,79,6,0,1
2005,3,1,48195.0,53,0,0,65,2,265,17,0,0
2006,1,1,77027.0,23,0,0,69,1,1175,19,0,0
2007,2,1,71322.0,57,0,0,56,1,1305,28,0,0
2008,1,1,32765.0,49,0,0,42,1,46,8,0,1
2009,3,1,29672.0,6,0,0,56,2,25,4,0,1
2010,3,0,23272.0,29,0,0,68,0,46,5,0,1
2011,1,1,49912.0,5,0,1,72,1,874,26,2,0
2012,1,1,7500.0,98,0,0,36,1,100,10,0,1
2013,2,0,68117.0,80,0,1,74,1,930,25,2,0
2014,3,1,67225.0,4,0,0,66,1,868,23,0,0
2015,3,1,17649.0,70,0,0,45,1,45,9,0,1
2016,3,1,55914.0,32,0,0,46,1,1260,29,0,3
2017,3,1,40059.0,82,0,0,37,1,414,12,1,1
2018,3,1,60905.0,27,0,0,71,1,392,15,0,0
2019,3,1,75330.0,94,0,0,44,2,1109,29,0,0
2020,3,0,60689.0,23,0,0,70,1,639,22,0,0
2021,3,1,38680.0,97,0,0,37,1,79,6,0,1
2022,3,1,61416.0,25,0,0,39,0,1665,24,1,3
2023,3,0,49767.0,92,0,0,30,0,692,18,0,3
2024,3,0,83273.0,98,0,0,51,3,1392,29,0,0
2025,3,1,29009.0,19,0,0,40,1,44,7,0,1
2026,1,1,45057.0,80,0,0,42,1,50,6,0,1
2027,3,1,37150.0,80,0,0,50,1,467,21,0,0
2028,3,0,43020.0,79,0,0,51,1,223,12,0,1
2029,3,1,53154.0,50,0,0,62,1,158,9,0,1
2030,3,1,65308.0,60,0,0,48,0,1211,28,2,2
2031,3,0,76467.0,44,0,1,51,1,1575,14,1,3
2032,1,1,81044.0,0,0,0,74,0,1208,22,0,3
2033,3,1,32871.0,28,0,0,70,2,43,5,0,1
2034,3,0,55801.0,35,0,0,46,2,527,21,1,0
2035,3,0,76320.0,49,0,0,62,1,932,15,0,0
2036,1,0,36927.0,46,0,0,66,2,71,8,0,1
2037,3,1,48794.0,97,0,0,68,2,54,5,0,1
2038,3,0,23478.0,51,0,0,56,0,129,7,0,1
2039,3,0,71128.0,80,0,0,48,1,1615,27,0,3
2040,2,0,70179.0,10,0,0,45,1,1034,26,0,0
2041,3,1,59462.0,29,0,0,71,1,1088,25,0,0
2042,3,1,38361.0,74,0,0,52,1,137,10,0,1
2043,2,1,70038.0,54,0,0,39,0,1244,17,0,3
2044,3,1,42554.0,93,0,0,43,2,41,7,0,1
2045,3,1,67445.0,63,0,0,47,1,1174,32,0,0
2046,3,0,67046.0,92,0,0,70,1,993,15,0,3
2047,3,1,42192.0,40,0,0,73,0,100,7,0,1
2048,2,1,77610.0,70,0,0,69,1,1680,17,0,0
2049,3,1,31761.0,96,0,0,37,1,98,9,0,1
2050,3,1,34350.0,81,0,0,42,1,48,5,0,1
2051,3,1,54591.0,63,0,0,72,1,519,19,0,0
2052,3,1,71866.0,85,0,0,65,1,715,20,0,3
2053,3,1,25293.0,51,0,0,52,1,37,5,0,1
2054,2,0,42000.0,23,0,1,34,0,653,20,1,3
2055,3,1,69520.0,95,0,0,38,0,1455,21,0,3
2056,3,0,64713.0,11,0,1,51,1,602,19,1,0
2057,1,1,27889.0,42,0,0,44,1,26,5,0,1
2058,0,0,22123.0,77,0,0,61,0,102,7,0,1
2059,3,1,27803.0,40,0,0,48,1,176,9,0,1
2060,3,1,51651.0,32,0,0,61,1,433,17,0,0
2061,3,1,68487.0,48,0,0,33,0,1366,30,0,3
2062,3,1,56796.0,24,0,0,52,1,1001,27,0,0
2063,1,1,87000.0,61,0,0,29,0,961,18,0,3
2064,3,1,79823.0,6,0,0,62,1,1518,23,1,3
2065,3,0,30828.0,16,0,0,41,1,56,8,0,1
2066,1,1,34109.0,39,0,0,50,1,22,4,0,1
2067,1,0,53367.0,2,0,1,47,2,400,21,1,0
2068,0,1,22390.0,49,0,0,52,0,26,4,0,1
2069,3,1,71322.0,31,0,0,45,1,350,13,0,0
2070,3,0,79244.0,58,0,1,28,0,1216,22,3,2
2071,1,1,49912.0,5,0,1,72,1,874,26,2,0
2072,2,1,48699.0,90,0,0,71,2,40,5,0,1
2073,3,1,80144.0,47,0,0,46,0,1367,19,0,3
2074,3,0,54252.0,25,0,0,65,2,264,15,0,1
2075,1,1,81929.0,60,0,1,45,1,2053,20,3,2
2076,3,1,76068.0,67,0,0,46,1,1376,10,2,2
2077,1,1,53204.0,40,0,0,45,2,45,5,0,1
2078,2,1,67911.0,63,0,0,72,1,976,27,0,0
2079,1,1,14796.0,1,0,1,37,1,51,6,1,1
2080,2,1,78128.0,89,0,0,47,1,1264,20,2,2
2081,0,1,14188.0,40,0,0,49,0,75,7,0,1
2082,0,1,20425.0,5,0,0,35,1,57,7,0,1
2083,1,1,58646.0,3,0,0,59,1,140,8,0,1
2084,3,0,72967.0,1,0,1,51,1,497,19,2,0
2085,1,1,48150.0,24,0,0,72,1,266,13,0,0
2086,3,0,82332.0,89,0,1,60,0,2006,21,2,2
2087,3,0,58275.0,48,0,0,66,2,615,23,0,0
2088,2,1,44953.0,31,0,0,40,0,1021,24,1,0
2089,3,1,34587.0,68,0,0,68,2,22,6,0,1
2090,1,1,43018.0,46,0,0,47,1,133,7,0,1
2091,1,1,45736.0,92,0,0,67,1,437,19,0,0
2092,1,1,66476.0,80,0,0,52,1,1013,26,0,0
2093,1,1,27733.0,16,0,0,40,1,57,7,0,1
2094,2,1,69805.0,50,0,0,69,1,1038,27,0,0
2095,1,0,72217.0,93,0,0,59,0,1573,22,0,3
2096,3,0,25818.0,51,0,0,50,1,28,4,0,1
2097,1,1,37509.0,24,0,0,45,1,123,9,0,1
2098,1,1,25176.0,79,0,0,45,2,13,4,0,1
2099,3,1,43586.0,26,0,0,41,1,132,10,0,1
2100,1,1,53230.0,86,0,0,65,1,732,23,0,0
2101,3,1,50116.0,68,0,0,64,2,66,7,1,1
2102,3,1,84906.0,98,0,0,49,0,1631,24,3,2
2103,3,1,61286.0,34,0,0,55,1,608,18,0,0
2104,2,1,82333.0,60,0,1,35,0,1822,18,2,2
2105,2,1,65220.0,3,0,1,56,0,1282,23,1,0
2106,3,1,33590.0,65,0,0,47,3,8,4,0,1
2107,3,0,30992.0,83,0,0,45,1,43,5,0,1
2108,1,0,72309.0,64,0,1,45,0,1931,20,2,2
2109,2,1,156924.0,85,0,0,72,0,8,0,0,1
2110,0,1,16005.0,69,0,0,41,1,103,8,0,1
2111,1,0,65487.0,48,0,0,64,0,1169,17,0,3
2112,3,1,58692.0,21,0,0,56,1,395,15,0,0
2113,3,0,40590.0,30,0,0,52,2,258,15,1,1
2114,3,0,20587.0,39,0,0,51,1,25,5,0,1
2115,1,0,62637.0,76,0,0,67,1,185,10,0,1
2116,1,0,29435.0,11,0,1,55,2,180,11,1,1
2117,3,0,19346.0,26,0,0,47,1,22,5,0,1
2118,3,1,35788.0,34,0,0,50,2,44,7,0,1
2119,3,0,36997.0,72,0,0,53,2,94,12,0,1
2120,3,1,23539.0,13,0,0,64,0,81,7,0,1
2121,3,0,65333.0,58,0,0,48,1,798,28,2,0
2122,3,0,78499.0,12,0,1,64,0,1334,19,2,2
2123,2,1,29732.0,23,0,0,50,1,38,5,0,1
2124,1,1,41275.0,33,0,0,61,3,61,11,0,1
2125,2,1,63516.0,30,0,0,48,2,300,16,0,1
2126,2,1,42769.0,15,0,0,59,1,88,8,0,1
2127,1,1,49572.0,25,0,0,63,2,54,7,0,1
2128,3,1,69209.0,4,0,0,49,0,1782,16,1,3
2129,3,1,17148.0,80,0,0,45,1,68,11,0,1
2130,3,0,40590.0,30,0,0,52,2,258,15,1,1
2131,1,1,30560.0,6,0,0,45,1,31,5,0,1
2132,1,1,32146.0,16,0,0,38,1,66,8,0,1
2133,1,0,41713.0,57,0,0,57,2,174,13,0,1
2134,1,1,34176.0,9,0,0,46,1,28,5,0,1
2135,2,1,58482.0,59,0,0,66,1,731,22,1,0
2136,3,0,59686.0,78,0,0,56,1,274,12,0,1
2137,2,1,60896.0,90,0,1,57,1,1701,26,1,0
2138,3,1,62994.0,74,0,0,41,1,312,13,0,1
2139,3,1,47320.0,10,0,0,64,1,414,20,0,0
2140,1,0,74859.0,63,0,0,72,0,1565,23,1,3
2141,0,0,15253.0,13,0,0,29,1,29,6,0,1
2142,2,0,31560.0,98,0,0,47,1,94,8,0,1
2143,3,0,72071.0,4,0,0,67,1,1338,20,0,3
2144,1,0,91172.0,94,0,1,31,0,1092,14,5,2
2145,3,1,90000.0,91,0,0,37,0,1479,18,3,2
2146,3,0,41967.0,66,0,0,40,2,54,5,0,1
2147,3,0,69263.0,14,0,0,56,1,568,18,1,0
2148,1,0,65706.0,77,0,1,51,0,1199,27,4,2
2149,3,1,60934.0,41,0,0,46,1,873,23,0,3
2150,3,1,71965.0,21,0,0,70,1,1213,17,0,0
2151,3,1,65210.0,25,0,0,66,1,731,22,2,0
2152,2,1,79174.0,2,0,1,46,0,2043,19,3,2
2153,1,0,81380.0,51,0,0,54,0,1893,17,0,3
2154,2,0,48432.0,3,0,0,48,1,424,19,0,0
2155,3,1,52914.0,32,0,0,50,1,575,15,1,0
2156,3,1,38946.0,84,0,0,66,1,257,12,0,1
2157,3,1,26067.0,49,0,0,47,1,56,9,0,1
2158,2,1,44325.0,69,0,0,49,1,542,21,1,0
2159,3,1,42523.0,96,0,0,57,0,125,7,0,1
2160,0,0,26487.0,23,0,0,43,1,69,9,0,1
2161,1,1,53233.0,18,0,0,64,1,40,5,0,1
2162,3,1,67716.0,8,0,0,61,1,1016,28,1,0
2163,1,1,76234.0,21,0,0,49,1,907,23,1,0
2164,2,1,84117.0,60,0,0,65,0,1566,24,1,3
2165,1,1,65487.0,48,0,0,64,0,1169,17,0,3
2166,0,1,25224.0,36,0,0,49,1,46,7,0,1
2167,1,0,89616.0,36,0,1,38,0,1644,25,1,3
2168,3,0,40851.0,63,0,0,50,2,59,5,0,1
2169,3,1,27469.0,2,0,0,74,0,17,4,0,1
2170,1,1,82347.0,38,0,1,64,0,1853,25,3,2
2171,3,1,73803.0,61,0,1,64,1,1528,22,2,0
2172,1,0,8820.0,52,0,0,69,2,35,10,0,1
2173,3,0,43322.0,25,0,0,47,0,141,8,0,1
2174,3,1,55593.0,63,0,0,48,1,546,17,1,0
2175,3,1,50501.0,10,0,1,67,2,500,20,2,0
2176,3,1,37085.0,65,0,0,46,2,61,10,0,1
2177,0,0,16185.0,71,0,0,31,1,106,8,0,1
2178,3,0,57731.0,0,0,0,52,1,704,26,0,0
2179,2,0,48432.0,3,0,1,48,1,424,19,1,0
2180,3,1,73807.0,88,0,0,43,1,849,23,0,3
2181,3,1,18929.0,15,0,0,31,0,85,6,0,1
2182,3,0,35893.0,80,0,0,53,2,199,15,0,1
2183,3,1,61014.0,17,0,0,41,1,1147,20,0,3
2184,3,1,32144.0,76,0,0,67,2,54,10,1,1
2185,0,1,14918.0,52,0,0,58,1,43,5,0,1
2186,3,0,45146.0,28,0,0,58,2,53,6,0,1
2187,1,0,41769.0,31,0,0,66,1,521,22,0,0
2188,3,1,88325.0,42,0,0,40,0,1623,18,0,3
2189,1,0,38054.0,24,0,0,71,2,45,7,0,1
2190,1,0,80617.0,42,0,0,26,0,1435,19,0,3
2191,3,1,5305.0,12,0,0,45,1,32,1,0,1
2192,3,1,36807.0,88,0,0,67,2,16,4,0,1
2193,3,1,28427.0,67,0,0,38,1,52,7,0,1
2194,2,0,82032.0,54,0,0,73,0,1234,17,0,3
2195,3,1,22775.0,40,0,0,43,1,15,4,0,1
2196,1,1,40101.0,73,0,0,36,1,415,17,0,1
2197,3,1,58025.0,81,0,0,42,1,470,18,0,0
2198,1,0,75777.0,12,0,1,39,0,1438,21,3,2
2199,1,1,7500.0,7,0,0,42,1,53,11,0,1
2200,1,1,33562.0,33,0,0,58,3,51,9,0,1
2201,2,0,57642.0,24,0,0,51,1,679,22,1,0
2202,3,1,58554.0,55,0,0,53,2,586,22,0,0
2203,3,1,63777.0,87,0,0,42,2,653,26,0,0
2204,3,0,57967.0,39,0,0,59,1,468,19,0,0
2205,3,1,24434.0,9,0,0,49,2,50,7,0,1
2206,3,0,11012.0,82,0,0,37,1,84,9,1,1
2207,1,0,44802.0,71,0,0,51,0,1049,27,0,0
2208,3,0,26816.0,50,0,0,35,0,22,4,0,1
2209,3,1,666666.0,23,0,0,44,1,62,11,0,3
2210,3,1,34421.0,81,0,0,47,1,30,4,0,1
2211,3,1,61223.0,46,0,0,54,1,1341,18,0,0
2212,2,1,64014.0,56,0,0,75,3,444,22,1,0
2213,3,0,56981.0,91,0,0,40,0,1241,19,1,3
2214,1,1,69245.0,8,0,0,65,1,843,23,0,0
2215,2,1,52869.0,40,0,1,67,2,172,11,1,1
